# EIG file: diamond.EIG   fdf file: diamond_scf.fdf
# Fermi energy (eV): -6.070552
# ElectronicTemperature: 0.025852 eV   OccupationFunction: FD   OccupationMPOrder: 1   degeneracy: 2.0
# k-index  spin  band  eigenvalue(eV)  occupation
   490     1     10       15.797933    0.000000
   490     1     11       19.760975    0.000000
   490     1     12       24.899496    0.000000
   490     1     13       35.025926    0.000000
   490     1     14       37.505435    0.000000
   490     1     15       44.452720    0.000000
   490     1     16       46.114689    0.000000
   490     1     17       49.353641    0.000000
   490     1     18       62.546177    0.000000
   490     1     19       65.101107    0.000000
   490     1     20       71.892280    0.000000
   490     1     21       79.292723    0.000000
   490     1     22       82.423081    0.000000
   490     1     23       87.758293    0.000000
   490     1     24       98.234446    0.000000
   490     1     25      114.525502    0.000000
   490     1     26      206.795444    0.000000
   491     1      1      -25.195089    2.000000
   491     1      2      -16.377404    2.000000
   491     1      3      -12.000704    2.000000
   491     1      4      -10.251634    2.000000
   491     1      5        0.166670    0.000000
   491     1      6        1.792376    0.000000
   491     1      7        3.216368    0.000000
   491     1      8        6.319320    0.000000
   491     1      9       14.320716    0.000000
   491     1     10       15.683279    0.000000
   491     1     11       20.129204    0.000000
   491     1     12       28.656789    0.000000
   491     1     13       34.446722    0.000000
   491     1     14       38.075070    0.000000
   491     1     15       44.766058    0.000000
   491     1     16       47.699574    0.000000
   491     1     17       49.011448    0.000000
   491     1     18       59.032931    0.000000
   491     1     19       63.364167    0.000000
   491     1     20       69.727868    0.000000
   491     1     21       78.217207    0.000000
   491     1     22       79.647193    0.000000
   491     1     23       93.119595    0.000000
   491     1     24       99.782970    0.000000
   491     1     25      117.990331    0.000000
   491     1     26      174.516298    0.000000
   492     1      1      -24.084486    2.000000
   492     1      2      -16.756568    2.000000
   492     1      3      -14.166817    2.000000
   492     1      4      -10.995110    2.000000
   492     1      5        1.187045    0.000000
   492     1      6        1.591094    0.000000
   492     1      7        4.949848    0.000000
   492     1      8        6.026708    0.000000
   492     1      9       12.666987    0.000000
   492     1     10       15.777618    0.000000
   492     1     11       19.945370    0.000000
   492     1     12       33.161952    0.000000
   492     1     13       34.494050    0.000000
   492     1     14       38.579175    0.000000
   492     1     15       44.289884    0.000000
   492     1     16       47.688356    0.000000
   492     1     17       48.962901    0.000000
   492     1     18       60.061525    0.000000
   492     1     19       62.133269    0.000000
   492     1     20       68.177409    0.000000
   492     1     21       75.974435    0.000000
   492     1     22       83.966528    0.000000
   492     1     23       92.252833    0.000000
   492     1     24       98.898743    0.000000
   492     1     25      119.337311    0.000000
   492     1     26      150.293088    0.000000
   493     1      1      -22.317732    2.000000
   493     1      2      -17.792737    2.000000
   493     1      3      -15.157260    2.000000
   493     1      4      -12.964321    2.000000
   493     1      5        1.234848    0.000000
   493     1      6        2.486455    0.000000
   493     1      7        4.700345    0.000000
   493     1      8        7.133227    0.000000
   493     1      9       11.599042    0.000000
   493     1     10       15.975422    0.000000
   493     1     11       21.981086    0.000000
   493     1     12       30.199114    0.000000
   493     1     13       38.230807    0.000000
   493     1     14       40.502772    0.000000
   493     1     15       41.417352    0.000000
   493     1     16       49.448389    0.000000
   493     1     17       54.407972    0.000000
   493     1     18       54.843840    0.000000
   493     1     19       58.373030    0.000000
   493     1     20       65.902770    0.000000
   493     1     21       73.004921    0.000000
   493     1     22       79.331755    0.000000
   493     1     23       90.270835    0.000000
   493     1     24       92.340693    0.000000
   493     1     25      147.379836    0.000000
   493     1     26      160.163042    0.000000
   494     1      1      -20.930702    2.000000
   494     1      2      -18.264310    2.000000
   494     1      3      -16.259306    2.000000
   494     1      4      -13.899331    2.000000
   494     1      5        1.650069    0.000000
   494     1      6        3.367650    0.000000
   494     1      7        5.125651    0.000000
   494     1      8        6.266693    0.000000
   494     1      9       11.513468    0.000000
   494     1     10       15.496363    0.000000
   494     1     11       22.648090    0.000000
   494     1     12       29.370590    0.000000
   494     1     13       40.328460    0.000000
   494     1     14       40.873513    0.000000
   494     1     15       43.538778    0.000000
   494     1     16       48.154487    0.000000
   494     1     17       53.048714    0.000000
   494     1     18       54.093958    0.000000
   494     1     19       59.425206    0.000000
   494     1     20       62.456800    0.000000
   494     1     21       68.856002    0.000000
   494     1     22       69.137280    0.000000
   494     1     23       86.362500    0.000000
   494     1     24       90.739805    0.000000
   494     1     25      163.294018    0.000000
   494     1     26      175.510576    0.000000
   495     1      1      -20.448361    2.000000
   495     1      2      -18.681296    2.000000
   495     1      3      -15.979801    2.000000
   495     1      4      -14.419553    2.000000
   495     1      5        1.184031    0.000000
   495     1      6        3.358199    0.000000
   495     1      7        4.870172    0.000000
   495     1      8        6.598360    0.000000
   495     1      9       12.327155    0.000000
   495     1     10       15.154128    0.000000
